epochs,loss,rewards
1,0.32736456394195557,-0.4089684079274948
2,0.21292558312416077,-0.40776021278551666
3,0.2713133692741394,-0.3976193397964915
4,0.27338850498199463,-0.3775968109603241
5,0.28185224533081055,-0.3761427872489631
6,0.28407248854637146,-0.35989060102605075
7,0.18933597207069397,-0.2996522816456504
8,0.265836626291275,-0.36161426493983456
9,0.1811513900756836,-0.3571517453131578
10,0.24688856303691864,-0.37469135858600344
11,0.15498679876327515,-0.3872005810419425
12,0.1676461547613144,-0.33543603777414466
13,0.19764436781406403,-0.3844046361981514
14,0.16581039130687714,-0.4009832468636836
15,0.2028694599866867,-0.36001454445047215
16,0.23870353400707245,-0.349197426856699
17,0.23415565490722656,-0.35608504538429925
18,0.2392599880695343,-0.39877866592303346
19,0.17895855009555817,-0.3717496158018332
20,0.24541403353214264,-0.34078965249260285
21,0.1923764944076538,-0.3617128952273065
22,0.2544068694114685,-0.37138612435026574
23,0.22212377190589905,-0.31361968501045756
24,0.3244820833206177,-0.34711127151802246
25,0.2078721821308136,-0.29192327353042985
26,0.15827929973602295,-0.2804545287759019
27,0.12235758453607559,-0.30666147293997825
28,0.12300054728984833,-0.35985181138569444
29,0.12328355014324188,-0.35570085703827803
30,0.10072040557861328,-0.2970005326934402
31,0.07168915867805481,-0.3044116287010651
32,0.09337962418794632,-0.2767429829812517
33,0.06823627650737762,-0.3231944413806647
34,0.1198715791106224,-0.2365444839308478
35,0.1749003380537033,-0.21279776130008732
36,0.08607258647680283,-0.2990809115045597
37,0.12495327740907669,-0.2941870565099677
38,0.09671872109174728,-0.28128803040031564
39,0.0961059182882309,-0.30550500433791733
40,0.08398829400539398,-0.2836493815120013
41,0.0925028920173645,-0.30154015691229424
42,0.13260331749916077,-0.30626157376972196
43,0.11780119687318802,-0.2903854341434168
44,0.08053387701511383,-0.2544974600806302
45,0.08649564534425735,-0.2851372746230344
46,0.14967091381549835,-0.23545986250613196
47,0.09874817728996277,-0.2565187694725015
48,0.17673859000205994,-0.17907645456804688
49,0.08244799822568893,-0.24748831160736798
50,0.05572523549199104,-0.2644415153959225
51,0.08786454796791077,-0.21019076031849487
52,0.15862776339054108,-0.1732231476134096
53,0.12323123961687088,-0.2899829643413074
54,0.17802181839942932,-0.18053098338700263
55,0.19112540781497955,-0.1964854311421772
56,0.14393962919712067,-0.21925158797015792
57,0.10089987516403198,-0.23559993472749788
58,0.18656416237354279,-0.25070311490075653
59,0.14251945912837982,-0.2741748811126542
60,0.17020459473133087,-0.20456862552497856
61,0.08693896234035492,-0.15973781941413295
62,0.09485681354999542,-0.2182923017412493
63,0.11350660026073456,-0.20388757575150443
64,0.1377001702785492,-0.2268603608067629
65,0.1346665620803833,-0.18987094777693053
66,0.09500380605459213,-0.20808102181089377
67,0.13822229206562042,-0.2421938672007843
68,0.1255117952823639,-0.26285217070274025
69,0.23356561362743378,-0.16905158509609491
70,0.11078900098800659,-0.2831794450289079
71,0.10951662808656693,-0.27593572168942787
72,0.2759436368942261,-0.1723029595888174
73,0.16396652162075043,-0.14282068095257297
74,0.09367319941520691,-0.24901956208171128
75,0.1312478929758072,-0.22529445262825212
76,0.10961777716875076,-0.15281972723593834
77,0.16387562453746796,-0.2306451263989191
78,0.10382243990898132,-0.1675360781584911
79,0.1350925713777542,-0.20034946540142926
80,0.0659300684928894,-0.1509487027724778
81,0.06308462470769882,-0.15874568941216224
82,0.0837855115532875,-0.16924997341398595
83,0.0947047546505928,-0.23695706240310854
84,0.17577487230300903,-0.05823694977343296
85,0.1562967747449875,-0.1519953180247133
86,0.15456394851207733,-0.13957406830338193
87,0.17196804285049438,-0.10797085335147258
88,0.1389530599117279,-0.13672133950975793
89,0.14126501977443695,-0.09251055310563451
90,0.15330630540847778,-0.13226078698442095
91,0.1425527036190033,-0.07235303184104247
92,0.13459472358226776,-0.09678150333374229
93,0.24296849966049194,-0.10705102338969053
