episode,loss
1,0.22146042883396147
2,0.4435114079713822
3,0.2631706315279007
4,0.11831191785633566
5,0.04608901552855965
6,0.02865731917321682
7,0.019875831380486483
8,0.015482126753777262
9,0.016969000091776255
10,0.01561830574646592
11,0.013292089067399503
12,0.017525935806334023
13,0.015105769848451016
14,0.015808280175551772
15,0.014954529525712131
16,0.014010383803397416
17,0.013967887656763192
18,0.01621214454993606
19,0.014762400230392814
20,0.019026448316872117
21,0.015350719224661587
22,0.017078366409987212
23,0.016445005005225534
24,0.02218824552372097
25,0.0177137577906251
26,0.015191871458664533
27,0.01575970381498337
28,0.016818702565506098
29,0.015416779387742281
30,0.015389883574098347
31,0.01575404606759548
32,0.012770642628893256
33,0.014205179549753666
34,0.014794143680483107
35,0.015654436647891998
36,0.0148852807842195
37,0.0157633813470602
38,0.01523552772589028
39,0.01547574669122696
40,0.013306332919746639
41,0.01658529384993017
42,0.01517131951637566
43,0.013595211235806344
44,0.014668097896501421
45,0.013150424985215068
46,0.013377258861437437
47,0.013907307935878632
48,0.015234411600977186
49,0.010551495850086213
50,0.011824607234448196
51,0.013794459104537957
52,0.0118908709846437
53,0.012707929024472833
54,0.010542638357728718
55,0.011182610765099524
56,0.014649525498971343
57,0.015967187955975536
58,0.013771702572703359
59,0.014086141511797906
60,0.011779730729758743
61,0.011728981407359241
62,0.01008678821846843
63,0.012543600145727392
64,0.015524654984474185
65,0.01564722566865384
66,0.015572903519496323
67,0.011377138951793316
68,0.011965135848149653
69,0.010776112843304873
70,0.012369565283879636
71,0.012505017966032029
72,0.010491964267566796
73,0.012379372343420982
74,0.010849669529125097
75,0.011458402145653957
76,0.009622245919890702
77,0.011471578027121723
78,0.01018497625365853
79,0.022386314207687972
80,0.012700139330700041
81,0.013855968946591019
82,0.012274579582735897
83,0.010208918307907877
84,0.00825540530029684
85,0.012746948567219077
86,0.01034338559024036
87,0.009335060063749553
88,0.008380118384957313
89,0.009453178988769649
90,0.009809354497119782
91,0.011855075880885128
92,0.012059274232015011
93,0.01041141292545945
94,0.013031320711597799
95,0.009710958376526834
96,0.010060118809342386
97,0.008881390653550625
98,0.011944908048026264
99,0.010030327611602845
100,0.008639523023739454
