episode,loss
1,0.05138547420501709
2,0.04003267765045166
3,0.04051753520965576
4,0.03527525424957276
5,0.033091938495635985
6,0.030484728813171387
7,0.03316492557525635
8,0.031072819232940675
9,0.030076463222503663
10,0.03164003133773804
11,0.03113522529602051
12,0.02744967699050903
13,0.028380963802337646
14,0.03023371458053589
15,0.03493334531784058
16,0.02937286138534546
17,0.02830824613571167
18,0.036585664749145506
19,0.03178181886672973
20,0.030094268321990966
21,0.027307076454162596
22,0.03162354230880737
23,0.027381207942962647
24,0.02821747064590454
25,0.029050340652465822
26,0.03337752819061279
27,0.032019338607788085
28,0.02960716962814331
29,0.02753117322921753
30,0.029014859199523926
31,0.028363189697265624
32,0.031757540702819824
33,0.028885793685913087
34,0.027345879077911375
35,0.025605332851409913
36,0.030572705268859864
37,0.028347957134246825
38,0.030636277198791504
39,0.027262957096099855
40,0.027248594760894775
41,0.029395861625671385
42,0.028438470363616943
43,0.030026633739471436
44,0.029745261669158935
45,0.031986467838287354
46,0.0267374849319458
47,0.033824529647827145
48,0.029975647926330565
49,0.031555891036987305
50,0.0316864538192749
51,0.03609067916870117
52,0.03004098415374756
53,0.0291499400138855
54,0.02889634609222412
55,0.02841585874557495
56,0.030863122940063478
57,0.03133975028991699
58,0.028381595611572264
59,0.027976791858673095
60,0.02571183443069458
61,0.029301743507385253
62,0.03208091497421264
63,0.02651259899139404
64,0.026454362869262695
65,0.032601518630981444
66,0.029279608726501465
67,0.027601871490478515
68,0.02655407667160034
69,0.026039774417877196
70,0.02818906545639038
71,0.022561101913452147
72,0.026912622451782227
73,0.024036130905151366
74,0.026416261196136475
75,0.02409243106842041
76,0.026134352684020996
77,0.025133886337280274
78,0.02163520336151123
79,0.022080376148223876
80,0.026685562133789063
81,0.022855105400085448
82,0.02434800624847412
83,0.023250391483306886
84,0.027541382312774657
85,0.029086453914642332
86,0.024666497707366942
87,0.023577799797058107
88,0.025457019805908202
89,0.025692625045776366
90,0.02234187602996826
91,0.022357330322265626
92,0.022302489280700683
93,0.024211394786834716
94,0.02352022647857666
95,0.024080650806427004
96,0.022320473194122316
97,0.021402742862701416
98,0.019110873937606812
99,0.0190042781829834
100,0.019812656641006468
101,0.021254436969757082
102,0.021349971294403077
103,0.019567103385925294
104,0.021654040813446046
105,0.01577378511428833
106,0.017323769330978393
107,0.017482553720474244
108,0.019111125469207763
109,0.015083644390106201
110,0.01854913115501404
111,0.018871266841888428
112,0.018036557435989378
113,0.019225413799285888
114,0.01782888889312744
115,0.017200692892074584
116,0.01826205015182495
117,0.014885557889938355
118,0.01608162760734558
119,0.019556469917297363
120,0.017172731161117553
121,0.01856189250946045
122,0.01856346011161804
