episode,loss
1,0.07794161319732666
2,0.07976422309875489
3,0.058257007598876955
4,0.0419365930557251
5,0.05059380054473877
6,0.04385878562927246
7,0.04144352912902832
8,0.03478301048278808
9,0.03581578731536865
10,0.03764371156692505
11,0.04016901969909668
12,0.04362846374511719
13,0.03897933483123779
14,0.04328871726989746
15,0.04304045677185059
16,0.04206651210784912
17,0.04086842060089111
18,0.0414008617401123
19,0.04041852474212646
20,0.03769625425338745
21,0.037322056293487546
22,0.03550109624862671
23,0.037227981090545655
24,0.037873644828796384
25,0.03674713373184204
26,0.03523648023605347
27,0.04137266159057617
28,0.036815721988677975
29,0.03643481969833374
30,0.03537208318710327
31,0.03608539342880249
32,0.040368633270263674
33,0.041094121932983396
34,0.04118985652923584
35,0.04285257816314697
36,0.043539295196533205
37,0.04401352405548096
38,0.04342851638793945
39,0.046855649948120116
40,0.05123579025268555
41,0.05172805786132813
42,0.05735495090484619
43,0.06783030033111573
44,0.05910701274871826
45,0.0628581142425537
46,0.06709359169006347
47,0.06755107879638672
48,0.06435953617095948
49,0.06295145988464355
50,0.07054478645324708
51,0.07158852577209472
52,0.06695778369903564
53,0.06219624519348144
54,0.06068149089813232
55,0.05984490394592285
56,0.06133240222930908
57,0.0634002923965454
58,0.05834752082824707
59,0.05778230667114258
60,0.05648095607757568
61,0.05430063247680664
62,0.04855845928192139
63,0.04779244422912598
64,0.04670255184173584
65,0.04641034126281738
66,0.04022902965545654
67,0.03661683082580566
68,0.036095471382141114
69,0.036743083000183106
70,0.03519253492355347
71,0.03575821399688721
72,0.03549950361251831
73,0.03451436758041382
74,0.0371278977394104
75,0.03694270372390747
76,0.036733319759368895
77,0.03592273712158203
78,0.03506336450576782
79,0.03772604465484619
80,0.04164577007293701
81,0.04516507625579834
82,0.040639243125915527
83,0.043986215591430664
84,0.04410550594329834
85,0.04526851654052735
86,0.050433716773986816
87,0.04768735408782959
88,0.0508932638168335
89,0.048869667053222654
90,0.049605584144592284
91,0.04965102672576904
92,0.048564424514770506
93,0.0446302604675293
94,0.04831529140472412
95,0.04720021724700928
96,0.05173887252807617
97,0.048874588012695314
98,0.04718731880187988
99,0.049426422119140626
100,0.048528528213500975
101,0.05284115314483642
102,0.04912262916564941
103,0.048523907661437986
104,0.04610227108001709
105,0.04812618732452392
